u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width
4122516147,29400038,0,13872816,False,2,Charlemont Place,unclassified,30,True,107.135,,"LINESTRING (-6.2588663 53.330947, -6.2596257 53.3308137, -6.2598312 53.3307701, -6.2600376 53.3307138, -6.2602333 53.3306445, -6.260285 53.3306097, -6.2603328 53.330578)",,,,,,,
4122516147,5302670213,0,"[410409827, 548921134]",False,,,service,,False,42.098,,"LINESTRING (-6.2588663 53.330947, -6.2588745 53.3309632, -6.2588891 53.3309931, -6.2589201 53.331057, -6.2589872 53.3312346, -6.2590422 53.3312658, -6.2591019 53.3312574)",,,,,,,
4128457804,4128457808,0,411113784,False,,,service,,False,55.004,,"LINESTRING (-6.2470426 53.3520637, -6.2467475 53.3520813, -6.2464632 53.3521805, -6.2463774 53.3521565, -6.2463519 53.3520938)",,,,,,,
4128457808,2026581534,0,12342182,False,,,service,,True,9.625,,"LINESTRING (-6.2463519 53.3520938, -6.2462179 53.3521269)",,,,,,,
4128457808,2467731191,0,12342182,False,,,service,,False,88.144,,"LINESTRING (-6.2463519 53.3520938, -6.2466789 53.352013, -6.2468737 53.3519656, -6.2470346 53.3519395, -6.2472651 53.3519573, -6.2474599 53.352032, -6.2475407 53.3520951)",,,,,,,
4128457808,4128457804,0,411113784,False,,,service,,True,55.004000000000005,,"LINESTRING (-6.2463519 53.3520938, -6.2463774 53.3521565, -6.2464632 53.3521805, -6.2467475 53.3520813, -6.2470426 53.3520637)",,,,,,,
4128457809,2837291131,0,411113785,False,,,service,,False,16.61,,"LINESTRING (-6.2452026 53.3530483, -6.2452828 53.3529068)",,,,,,,
4152356231,4759119923,0,14158748,False,,Merrion Place,service,30,False,16.061,,"LINESTRING (-6.2519356 53.3391342, -6.2517239 53.3390643)",,,,alley,,,
4152356231,4152356241,0,414035168,False,,,service,30,False,3.837,,"LINESTRING (-6.2519356 53.3391342, -6.251961 53.3391032)",,,,parking_aisle,,,
4152356231,4759119924,0,483160003,False,,,service,,True,15.549,,"LINESTRING (-6.2519356 53.3391342, -6.2518313 53.3392594)",,,,parking_aisle,,,
4152356231,135224145,0,14158748,False,,Merrion Place,service,30,True,41.442,,"LINESTRING (-6.2519356 53.3391342, -6.2523052 53.3392562, -6.2524819 53.3393145)",,,,alley,,,
4152356241,4152356231,0,414035168,False,,,service,30,True,3.837,,"LINESTRING (-6.251961 53.3391032, -6.2519356 53.3391342)",,,,parking_aisle,,,
4152378183,4152378184,0,414036675,False,,,service,,False,8.092,,"LINESTRING (-6.251899 53.3380486, -6.2518427 53.3380302, -6.251791 53.3380149)",destination,,,,,,
4152378184,91709126,0,10575473,True,,Baggotrath Place,service,30,False,55.563,,"LINESTRING (-6.251791 53.3380149, -6.2513885 53.338453)",,,,alley,,,
4152378184,4152378183,0,414036675,False,,,service,,True,8.092,,"LINESTRING (-6.251791 53.3380149, -6.2518427 53.3380302, -6.251899 53.3380486)",destination,,,,,,
4195520960,134974733,0,14195941,False,,Leeson Lane,service,30,False,69.249,,"LINESTRING (-6.2558119 53.3361127, -6.2561892 53.336001, -6.2564155 53.3359429, -6.2566471 53.335865, -6.2567398 53.33583)",,,,alley,,,
4195520960,133399147,0,14195941,False,,Leeson Lane,service,30,True,42.405,,"LINESTRING (-6.2558119 53.3361127, -6.2557546 53.3361294, -6.2552414 53.3362841)",,,,alley,,,
4195520960,4739234188,0,480973836,False,,,service,30,True,18.649,,"LINESTRING (-6.2558119 53.3361127, -6.2558033 53.3360997, -6.2556913 53.3359877, -6.2556713 53.3359677)",,,,alley,,,
4195520974,846357104,0,48524955,True,,,service,30,False,9.825,,"LINESTRING (-6.2568436 53.3364499, -6.2569169 53.3364692, -6.2569796 53.3364847)",,,,,,,
4213569848,3451328711,0,313241685,False,,,service,,True,10.483999999999998,,"LINESTRING (-6.2578332 53.3454232, -6.2578445 53.34544, -6.2578632 53.3454632, -6.2579 53.3455086)",,,,,,,
4218636551,2389808020,0,128055542,True,2,Dolphin's Barn Street,secondary,50,False,20.467,R110,"LINESTRING (-6.2909341 53.3338285, -6.2907191 53.3339604)",,,,,,,
4218636551,6654142089,0,422139342,False,,,service,,False,11.664,,"LINESTRING (-6.2909341 53.3338285, -6.2910721 53.3338934)",,,,,,,
4218636566,6654115984,0,708151164,False,,,service,,True,4.349,,"LINESTRING (-6.2910063 53.3345069, -6.2910674 53.3344928)",,,,,,,
4218636566,278304759,0,31982258,False,,Reuben Street,residential,30,False,61.144,,"LINESTRING (-6.2910063 53.3345069, -6.2908711 53.3342364, -6.2908139 53.3341649, -6.2907777 53.3341286, -6.2907406 53.3341056, -6.2907034 53.3340826, -6.2906421 53.3340617, -6.2905796 53.3340472)",,,,,,,
4218636566,278304980,0,31982258,False,,Reuben Street,residential,30,True,132.754,,"LINESTRING (-6.2910063 53.3345069, -6.2910651 53.3346245, -6.2911556 53.3348056, -6.2914561 53.3353472, -6.2916337 53.3356402)",,,,,,,
4223269511,135109534,0,742602287,True,,Bow Lane East,unclassified,30,False,2.203,,"LINESTRING (-6.2649266 53.3403649, -6.264902 53.3403516)",,,,,,,
4223269511,4223269513,0,422578542,False,,,service,,False,22.818,,"LINESTRING (-6.2649266 53.3403649, -6.2650284 53.3403346, -6.2651887 53.3402963, -6.2651887 53.3402621)",,,,,,,
4223269513,4223269511,0,422578542,False,,,service,,True,22.817999999999998,,"LINESTRING (-6.2651887 53.3402621, -6.2651887 53.3402963, -6.2650284 53.3403346, -6.2649266 53.3403649)",,,,,,,
4224663967,4224663970,0,80439756,False,,Henrietta Place,residential,30,False,51.948,,"LINESTRING (-6.2703621 53.3516139, -6.2699934 53.352026)",,,,,,,
4224663967,892465524,0,80439756,False,,Henrietta Place,residential,30,True,9.366,,"LINESTRING (-6.2703621 53.3516139, -6.2704322 53.3515408)",,,,,,,
4224663967,4224663971,0,422732483,False,,,service,,False,24.421,,"LINESTRING (-6.2703621 53.3516139, -6.2706836 53.3517207)",,,,,,,
4224663970,892465525,0,80439756,False,,Henrietta Place,residential,30,False,43.4,,"LINESTRING (-6.2699934 53.352026, -6.2696854 53.3523703)",,,,,,,
4224663970,4224663967,0,80439756,False,,Henrietta Place,residential,30,True,51.948,,"LINESTRING (-6.2699934 53.352026, -6.2703621 53.3516139)",,,,,,,
4224663970,4224663972,0,422732483,False,,,service,,True,25.006,,"LINESTRING (-6.2699934 53.352026, -6.2703263 53.3521313)",,,,,,,
4224663971,4224663967,0,422732483,False,,,service,,True,24.421,,"LINESTRING (-6.2706836 53.3517207, -6.2703621 53.3516139)",,,,,,,
4224663971,4224663972,0,422732484,False,,,service,,False,51.448,,"LINESTRING (-6.2706836 53.3517207, -6.2703263 53.3521313)",,,,,,,
4224663971,4224663972,1,422732483,False,,,service,,False,95.464,,"LINESTRING (-6.2706836 53.3517207, -6.2709818 53.3518197, -6.270617 53.3522232, -6.2703263 53.3521313)",,,,,,,
4224663972,4224663970,0,422732483,False,,,service,,False,25.006,,"LINESTRING (-6.2703263 53.3521313, -6.2699934 53.352026)",,,,,,,
4224663972,4224663971,0,422732484,False,,,service,,True,51.448,,"LINESTRING (-6.2703263 53.3521313, -6.2706836 53.3517207)",,,,,,,
4224663972,4224663971,1,422732483,False,,,service,,True,95.464,,"LINESTRING (-6.2703263 53.3521313, -6.270617 53.3522232, -6.2709818 53.3518197, -6.2706836 53.3517207)",,,,,,,
4224663977,892465524,0,422732485,False,,,service,10,True,27.623,,"LINESTRING (-6.2707996 53.3516575, -6.2704322 53.3515408)",,,,,,,
4224663977,4224663977,0,422732485,False,,,service,10,False,70.634,,"LINESTRING (-6.2707996 53.3516575, -6.2711242 53.351758, -6.2712268 53.351653, -6.2710379 53.3515918, -6.270836 53.35162, -6.2707996 53.3516575)",,,,,,,
4224663977,4224663977,1,422732485,False,,,service,10,True,70.634,,"LINESTRING (-6.2707996 53.3516575, -6.270836 53.35162, -6.2710379 53.3515918, -6.2712268 53.351653, -6.2711242 53.351758, -6.2707996 53.3516575)",,,,,,,
4224663980,938952163,0,422732486,False,,,service,,True,57.95399999999999,,"LINESTRING (-6.2717234 53.3507393, -6.2715034 53.3507858, -6.2714203 53.3508514, -6.270922 53.3508876)",,,,,,,
4230255600,352838574,0,779185321,False,2,Chesterfield Avenue,tertiary,30,False,2.251,,"LINESTRING (-6.3060709 53.3518736, -6.3060431 53.351862)",yes,,,,,,
4230255600,409140898,0,779185321,False,2,Chesterfield Avenue,tertiary,30,True,98.277,,"LINESTRING (-6.3060709 53.3518736, -6.3072854 53.3523792)",yes,,,,,,
4230255600,518606019,0,31528370,False,,Army Road,service,30,False,27.366,,"LINESTRING (-6.3060709 53.3518736, -6.3061685 53.3517963, -6.3063744 53.3517115)",,,,,,,
4235871911,222129817,0,23567534,False,,South Dock Street,residential,30,False,21.732,,"LINESTRING (-6.2330012 53.3407157, -6.233321 53.3407574)",,,,,,,
4235871911,4235871912,0,424123439,False,,,service,,False,42.387,,"LINESTRING (-6.2330012 53.3407157, -6.2328711 53.3410889)",,,,,,,
4235871911,1340668361,0,23567534,False,,South Dock Street,residential,30,True,45.305,,"LINESTRING (-6.2330012 53.3407157, -6.2326405 53.3406689, -6.2323621 53.340636, -6.2323332 53.3406325)",,,,,,,
4235871912,4235871911,0,424123439,False,,,service,,True,42.387,,"LINESTRING (-6.2328711 53.3410889, -6.2330012 53.3407157)",,,,,,,
4235871917,1340668361,0,424123443,False,,,service,,False,44.981,,"LINESTRING (-6.2321635 53.3410239, -6.2322951 53.3407445, -6.2323332 53.3406325)",,,,,,,
4239356889,4239356890,0,424527025,False,,,service,,False,16.471,,"LINESTRING (-6.2331425 53.3587247, -6.2329436 53.3586361)",,,,,,,
4239356889,31926998,0,"[4937316, 1153285205, 4937317]",False,"['2', '3']","['Alfie Byrne Road', 'John McCormack Bridge']",secondary,50,False,117.564,R834,"LINESTRING (-6.2331425 53.3587247, -6.2332052 53.3586747, -6.2336057 53.3583698, -6.233691 53.3582985, -6.2337782 53.3582256, -6.2340201 53.3580353, -6.2342194 53.3578854)",,,,,yes,,
4239356889,1422227360,0,1153285205,False,2,Alfie Byrne Road,secondary,50,True,120.46099999999998,R834,"LINESTRING (-6.2331425 53.3587247, -6.2328415 53.358965, -6.2324116 53.359318, -6.2320472 53.3595883)",,,,,,,
4239356890,4239356889,0,424527025,False,,,service,,True,16.471,,"LINESTRING (-6.2329436 53.3586361, -6.2331425 53.3587247)",,,,,,,
4239356890,4239356896,0,424527025,False,,,service,,False,44.633,,"LINESTRING (-6.2329436 53.3586361, -6.2329221 53.3586089, -6.2329436 53.3585769, -6.2329811 53.3584984, -6.2329999 53.3584536, -6.2329516 53.35842, -6.2327397 53.3583144)",,,,,,,
4239356890,4239356905,0,424527026,False,,,service,,False,176.788,,"LINESTRING (-6.2329436 53.3586361, -6.2333003 53.3584008, -6.2333432 53.3583608, -6.2333593 53.3583079, -6.2333593 53.3582503, -6.2333459 53.3582183, -6.2326378 53.3580294, -6.2321174 53.3579142, -6.2317339 53.3578517, -6.2316534 53.3578629)",,,,,,,
4239356896,4239356890,0,424527025,False,,,service,,True,44.633,,"LINESTRING (-6.2327397 53.3583144, -6.2329516 53.35842, -6.2329999 53.3584536, -6.2329811 53.3584984, -6.2329436 53.3585769, -6.2329221 53.3586089, -6.2329436 53.3586361)",,,,,,,
4239356905,4239356890,0,424527026,False,,,service,,True,176.788,,"LINESTRING (-6.2316534 53.3578629, -6.2317339 53.3578517, -6.2321174 53.3579142, -6.2326378 53.3580294, -6.2333459 53.3582183, -6.2333593 53.3582503, -6.2333593 53.3583079, -6.2333432 53.3583608, -6.2333003 53.3584008, -6.2329436 53.3586361)",,,,,,,
4242675790,4242675793,0,6273612,False,,Mary's Lane,residential,30,False,33.309,,"LINESTRING (-6.2724754 53.3480729, -6.2729772 53.3480745)",,,,,,,
4242675790,635327105,0,6273612,False,,Mary's Lane,residential,30,True,15.464,,"LINESTRING (-6.2724754 53.3480729, -6.2722429 53.3480817)",,,,,,,
4242675790,4242675795,0,424908231,False,,,service,,False,7.966,,"LINESTRING (-6.2724754 53.3480729, -6.2724796 53.3481445)",,,,,,,
4242675793,14955927,0,6273612,False,,Mary's Lane,residential,30,False,22.617,,"LINESTRING (-6.2729772 53.3480745, -6.2733176 53.3480656)",,,,,,,
4242675793,4242675790,0,6273612,False,,Mary's Lane,residential,30,True,33.309,,"LINESTRING (-6.2729772 53.3480745, -6.2724754 53.3480729)",,,,,,,
4242675793,4242675794,0,424908233,False,,,service,,True,8.556,,"LINESTRING (-6.2729772 53.3480745, -6.2729963 53.3481506)",,,,,,,
4242675794,4242675793,0,424908233,False,,,service,,False,8.556,,"LINESTRING (-6.2729963 53.3481506, -6.2729772 53.3480745)",,,,,,,
4242675795,4242675790,0,424908231,False,,,service,,True,7.966,,"LINESTRING (-6.2724796 53.3481445, -6.2724754 53.3480729)",,,,,,,
4254612931,4254612932,0,426154660,False,,,service,,False,10.918,,"LINESTRING (-6.2918772 53.3336986, -6.2917756 53.3337758)",,,,,,,
4254612932,4254612931,0,426154660,False,,,service,,True,10.918,,"LINESTRING (-6.2917756 53.3337758, -6.2918772 53.3336986)",,,,,,,
4254612932,4238406,0,563920584,False,2,South Circular Road,secondary,50,False,38.11,R811,"LINESTRING (-6.2917756 53.3337758, -6.2915242 53.3336016, -6.2914005 53.3335164)",,,,,,,
4254612932,8672477520,0,"[563920584, 143226428]",False,2,South Circular Road,secondary,50,True,102.942,R811,"LINESTRING (-6.2917756 53.3337758, -6.2921336 53.3340329, -6.2926585 53.3344116, -6.2927651 53.3344885)",,,,,,,
4257791938,4257791942,0,9186547,False,,Denzille Lane,unclassified,30,False,7.73,,"LINESTRING (-6.2467451 53.3408332, -6.2466445 53.3407982)",,,,,,,
4257791938,3899118297,0,9186547,False,,Denzille Lane,unclassified,30,True,11.629,,"LINESTRING (-6.2467451 53.3408332, -6.2468964 53.3408859)",,,,,,,
4257791938,4257791941,0,426470707,False,,,service,,False,12.166,,"LINESTRING (-6.2467451 53.3408332, -6.2467709 53.3408057, -6.2467833 53.3407924, -6.2468345 53.3407377)",,,,,,,
4257791941,4257791938,0,426470707,False,,,service,,True,12.166,,"LINESTRING (-6.2468345 53.3407377, -6.2467833 53.3407924, -6.2467709 53.3408057, -6.2467451 53.3408332)",,,,,,,
4257791942,3972530961,0,9186547,False,,Denzille Lane,unclassified,30,False,5.455,,"LINESTRING (-6.2466445 53.3407982, -6.2465735 53.3407735)",,,,,,,
4257791942,4257791938,0,9186547,False,,Denzille Lane,unclassified,30,True,7.73,,"LINESTRING (-6.2466445 53.3407982, -6.2467451 53.3408332)",,,,,,,
4257791942,4257791945,0,426470708,False,,,service,,False,11.742,,"LINESTRING (-6.2466445 53.3407982, -6.24667 53.3407712, -6.2466818 53.3407587, -6.2467313 53.3407062)",,,,,,,
4257791945,4257791942,0,426470708,False,,,service,,True,11.742,,"LINESTRING (-6.2467313 53.3407062, -6.2466818 53.3407587, -6.24667 53.3407712, -6.2466445 53.3407982)",,,,,,,
4263651404,666094817,0,427129436,False,,,service,,False,22.517,,"LINESTRING (-6.2752646 53.3415469, -6.2751846 53.3416364, -6.2750706 53.3417111)",,,,,,,
4263651405,4263651408,0,427129438,False,,,service,,False,10.071,,"LINESTRING (-6.2755034 53.3412212, -6.2755489 53.3413076)",,,,,,,
4263651405,4263651407,0,427129438,False,,,service,,True,11.89,,"LINESTRING (-6.2755034 53.3412212, -6.2754502 53.3411191)",,,,,,,
4263651405,4263651406,0,"[427129437, 1144972510, 1144972511]",False,,,service,,False,46.77,,"LINESTRING (-6.2755034 53.3412212, -6.2750311 53.3413102, -6.2749464 53.341328, -6.2748337 53.3413516)",,,building_passage,,,,
4263651406,448020527,0,372226870,True,1,Francis Street,tertiary,30,False,41.933,,"LINESTRING (-6.2748337 53.3413516, -6.2746088 53.3409992)",,,,,,,
4263651406,4263651405,0,"[427129437, 1144972510, 1144972511]",False,,,service,,True,46.77,,"LINESTRING (-6.2748337 53.3413516, -6.2749464 53.341328, -6.2750311 53.3413102, -6.2755034 53.3412212)",,,building_passage,,,,
4263651407,4263651405,0,427129438,False,,,service,,False,11.89,,"LINESTRING (-6.2754502 53.3411191, -6.2755034 53.3412212)",,,,,,,
4263651408,4263651405,0,427129438,False,,,service,,True,10.071,,"LINESTRING (-6.2755489 53.3413076, -6.2755034 53.3412212)",,,,,,,
4266245738,4266245753,0,427391582,False,1,,unclassified,30,False,86.50699999999999,,"LINESTRING (-6.2955847 53.3302463, -6.2959223 53.3305694, -6.2961911 53.3308589, -6.2962448 53.3309167)",,,,,,,
4266245743,2389808000,0,901962239,False,4,Crumlin Road,secondary,50,True,27.906,R110,"LINESTRING (-6.2971294 53.3305497, -6.2974845 53.3304155)",,,,,,,
4266245743,4266245753,0,901963406,False,4,Crumlin Road,secondary,50,False,71.541,R110,"LINESTRING (-6.2971294 53.3305497, -6.2971045 53.3305591, -6.2965478 53.3307978, -6.2962448 53.3309167)",,,,,,,
4266245753,1937857363,0,901963406,False,4,Crumlin Road,secondary,50,False,23.864,R110,"LINESTRING (-6.2962448 53.3309167, -6.2959444 53.3310345)",,,,,,,
4266245753,4266245738,0,427391582,False,1,,unclassified,30,True,86.507,,"LINESTRING (-6.2962448 53.3309167, -6.2961911 53.3308589, -6.2959223 53.3305694, -6.2955847 53.3302463)",,,,,,,
4266245753,4266245743,0,901963406,False,4,Crumlin Road,secondary,50,True,71.54100000000001,R110,"LINESTRING (-6.2962448 53.3309167, -6.2965478 53.3307978, -6.2971045 53.3305591, -6.2971294 53.3305497)",,,,,,,
4266245767,633638664,0,49870313,False,,,service,30,True,26.866,,"LINESTRING (-6.2922247 53.3333197, -6.2919202 53.3331606)",,,,,,,
4268859765,344558585,0,30988144,False,1,Kirwan Street Cottages,residential,30,False,9.384,,"LINESTRING (-6.2818008 53.3531733, -6.2816695 53.353142)",,,,,,,
4268859765,344558587,0,30988144,False,1,Kirwan Street Cottages,residential,30,True,34.978,,"LINESTRING (-6.2818008 53.3531733, -6.2822881 53.3532931)",,,,,,,
4268859765,344558583,0,30988145,False,1,Kirwan Street Cottages,residential,30,True,28.781,,"LINESTRING (-6.2818008 53.3531733, -6.2818156 53.3530519, -6.2817685 53.3529177)",,,,,,,
4269563440,133399147,0,480973846,False,,,service,30,False,5.515,,"LINESTRING (-6.2551672 53.3363064, -6.2552414 53.3362841)",,,,parking_aisle,,,
4269563511,91757704,0,427774955,False,,,service,,False,17.715,,"LINESTRING (-6.2550617 53.3375007, -6.2551596 53.3373525)",permissive,,,parking_aisle,,,
4279188485,389292,0,730048112,True,4,Butt Bridge,secondary,50,False,6.286,R802,"LINESTRING (-6.2549478 53.3482232, -6.2549447 53.3482797)",,,,,,,
4279188485,5029099776,0,428814822,True,,Eden Quay,service,30,False,160.926,,"LINESTRING (-6.2549478 53.3482232, -6.2551245 53.3481994, -6.255177 53.3481923, -6.2557925 53.3481223, -6.2563689 53.3480465, -6.25704 53.3479587, -6.2570928 53.34795, -6.2573124 53.3479076)",,,,,,,
